,authenticity_score
273,0.00034238645
274,0.00027094866
275,0.00027338602
276,0.00027835718
277,0.0002587879
278,0.00027008515
279,0.00026440492
280,0.00028863008
281,0.0003146548
282,0.00027458766
283,0.00026869922
284,0.00028629697
285,0.00027451356
286,0.00026712526
287,0.0002743011
288,0.00028600587
289,0.00027480186
290,0.00026518907
291,0.00026009342
292,0.00027794988
293,0.00030438686
294,0.00028273408
295,0.00027684966
296,0.00026773362
297,0.00028145357
298,0.00027841
299,0.0003057696
300,0.00030088186
301,0.0002568695
302,0.00027134625
303,0.0003133424
304,0.0002568531
305,0.00025747955
306,0.00025701008
307,0.0014938298
308,0.00033244258
309,0.00028758877
310,0.000903622
311,0.00025781905
312,0.00042958013
313,0.000532939
314,0.00026368542
315,0.0002967369
316,0.00044018394
317,0.00026723635
318,0.00028686557
319,0.00037733527
320,0.00025745918
321,0.00026439936
322,0.00025878742
323,0.00029748073
324,0.00027044435
325,0.0002715937
326,0.0018924746
327,0.00038937607
328,0.00026452393
329,0.00031044264
330,0.0003008744
331,0.00025434064
332,0.0002701557
333,0.0003593332
334,0.00026600598
335,0.00029075096
336,0.00025657553
337,0.00028050473
338,0.0002596066
339,0.00026268724
340,0.0002582454
341,0.00030591714
342,0.0002872791
343,0.00028745283
344,0.000256892
345,0.00029211715
346,0.00032159715
347,0.00027063803
348,0.0002733396
349,0.000547569
350,0.00025961653
351,0.0002555753
352,0.0002873838
353,0.0002874964
354,0.00028949548
355,0.00025716575
356,0.00028616542
357,0.0002763702
358,0.00027466042
359,0.00034298745
360,0.00028278012
361,0.00045830727
362,0.00034629073
363,0.00032471248
364,0.0002732471
365,0.00026980977
366,0.00024733404
367,0.0002903684
368,0.00031337494
369,0.0003153404
370,0.0002741173
371,0.00028682125
372,0.00030718232
373,0.00025596397
374,0.00030669683
375,0.00025986982
376,0.00026009118
377,0.00026545825
378,0.0003491427
379,0.00025894016
380,0.0002588387
381,0.00026897193
382,0.0002549527
383,0.00037241823
384,0.00027041134
385,0.00025441605
386,0.0019192337
387,0.00026989466
388,0.00029234673
389,0.0002498087
390,0.00025646106
391,0.00033124766
392,0.0003054721
393,0.00030965786
394,0.00025386893
395,0.00026276216
396,0.00027332373
397,0.00027381667
398,0.00026205863
399,0.00029648916
400,0.00041710457
401,0.00026777905
402,0.0002588666
403,0.000263148
404,0.0002511317
405,0.00028882994
406,0.00032081996
407,0.00026461098
408,0.0879984
409,0.0003001418
410,0.00029563616
411,0.0002580699
412,0.0002926401
413,0.00029381958
414,0.0002842422
415,0.00043116536
416,0.00027601258
417,0.0002675351
418,0.33710152
419,0.00039594417
420,0.001650377
421,0.94161797
422,0.00042901788
423,0.00026048752
424,0.00027876007
425,0.0011630063
426,0.0015458409
427,0.8338634
428,0.0003085248
429,0.0020065545
430,0.00044424523
431,0.00029501057
432,0.00043573874
433,0.00027920186
434,0.0002546058
435,0.00040507113
436,0.00046236886
437,0.0002527266
438,0.00047765553
439,0.00046136678
440,0.0002579614
441,0.00044703257
442,0.22761449
443,0.0002625756
444,0.0005920745
445,0.0027597721
446,0.0030331945
447,0.00025662838
448,0.9982651
449,0.46082023
450,0.9976553
451,0.00898421
452,0.0008439047
453,0.00030884644
454,0.0007780252
455,0.00026296466
456,0.0039682197
457,0.0002591407
458,0.0002588898
459,0.00026437367
460,0.00037597617
461,0.00041194863
462,0.00027582663
463,0.0002623421
464,0.0002616085
465,0.00025581027
466,0.0002551657
467,0.0017231634
468,0.00026384587
469,0.00027462927
470,0.014022055
471,0.00036286114
472,0.0013996582
473,0.005249789
474,0.002813332
475,0.0005038084
476,0.16008854
477,0.0019812444
478,0.0016865805
479,0.0003598268
480,0.045218457
481,0.024371857
482,0.6907017
483,0.0010642305
484,0.00367788
485,0.00070385565
486,0.015527763
487,0.0011724483
488,0.0013212633
489,0.0007661975
490,0.0010605666
491,0.75701374
492,0.0018902528
493,0.0002896578
494,0.00028698976
495,0.0002670425
496,0.03396735
497,0.97993684
498,0.00091614615
499,0.0040156795
500,0.00045371757
501,0.0040093977
502,0.0061874255
503,0.0003252916
504,0.0046875277
505,0.0002712702
506,0.00029189474
507,0.00032659638
508,0.90068525
509,0.00027124485
510,0.016501147
511,0.0002534805
512,0.00026629452
513,0.0011478459
514,0.0003079588
515,0.6139172
516,0.00026309653
517,0.0017318709
518,0.00054246205
519,0.00093374075
520,0.00026672165
521,0.0003889079
522,0.00029826598
523,0.00088699575
524,0.00026382675
525,0.0002604684
526,0.0010911858
527,0.9990854
528,0.0015772699
529,0.00028486538
530,0.000398512
531,0.00031474748
532,0.06975244
533,0.00025763694
534,0.00032969724
535,0.00026792692
536,0.00025876815
537,0.00027788256
538,0.00027796312
539,0.0004433807
540,0.0019441269
541,0.0005907746
542,0.00029834989
543,0.00038619706
544,0.0005534152
545,0.0013865597
546,0.00025046145
547,0.00027493498
548,0.0021272071
549,0.0005964862
550,0.0002550429
551,0.0003156752
552,0.00025551874
553,0.000320653
554,0.0002661993
555,0.0018898444
556,0.00025342059
557,0.0003186715
558,0.00026626073
559,0.0010589391
560,0.00030272282
561,0.00063396234
562,0.0004347896
563,0.0002608369
564,0.0028210427
565,0.0004921861
566,0.40963125
567,0.0012731991
568,0.00043673618
569,0.00028241478
570,0.0002744133
571,0.00041730542
572,0.0028575745
573,0.0019100652
574,0.00047157967
575,0.00073293626
576,0.00028763677
577,0.00029162073
578,0.00025683644
579,0.050439484
580,0.0008046202
581,0.00029372293
582,0.0002913609
583,0.00028802175
584,0.6312418
585,0.0002884716
586,0.00026446645
587,0.0556527
588,0.0019924869
589,0.00026804575
590,0.00027749524
591,0.0003570356
592,0.00029737016
593,0.00027120142
594,0.00029792494
595,0.00026675776
596,0.11961821
597,0.0002839364
598,0.00025477094
599,0.00030430418
600,0.0004829439
601,0.00027215667
602,0.00025923757
603,0.00027501388
604,0.0002655514
605,0.00032363698
606,0.00036987176
607,0.0023713773
608,0.0017166171
609,0.0015069477
610,0.0003377559
611,0.0009881335
612,0.84852815
613,0.00029991183
614,0.00027406844
615,0.007365372
616,0.00025356267
617,0.00026934713
618,0.00028690606
619,0.0028511551
620,0.00028277797
621,0.00027949805
622,0.00029725253
623,0.6358243
624,0.0010093336
625,0.0002672911
626,0.0017231634
627,0.00025372204
628,0.00030039286
629,0.00027560184
630,0.00086469064
631,0.00032975324
632,0.00025816343
633,0.00032476327
634,0.0030881634
635,0.0002791617
636,0.00041963946
637,0.00026570234
638,0.00037951441
639,0.00028084588
640,0.00039829704
641,0.00026567752
642,0.0002904495
643,0.00052296626
644,0.0002992849
645,0.00095511286
646,0.0003418328
647,0.00026722258
648,0.00027485008
649,0.0003199543
650,0.00026650558
651,0.0002960883
652,0.000263513
653,0.00045955487
654,0.00029486153
655,0.00028908448
656,0.00026610744
657,0.000280597
658,0.00034623942
659,0.00030191665
660,0.00025968952
661,0.0002955398
662,0.00029654687
663,0.00048999354
664,0.00026594917
665,0.063309126
666,0.0072882567
667,0.0019140728
668,0.0002752547
669,0.0002627501
670,0.00032168426
671,0.00035820858
672,0.00037930824
673,0.99670404
674,0.00025034448
675,0.027136382
676,0.00035064912
677,0.00027787645
678,0.0002588545
679,0.0045876275
680,0.9842004
681,0.19102232
682,0.005154056
683,0.5533802
684,0.00041831285
685,0.00027992527
686,0.00036476334
687,0.5533802
688,0.00026879864
689,0.00026161826
690,0.00026161826
691,0.00039549396
692,0.0023704616
693,0.00027170658
694,0.00027512613
695,0.0002552494
696,0.0002557193
697,0.00047503784
698,0.0043016463
699,0.00029579463
700,0.0061566643
701,0.0020712605
702,0.00043567378
703,0.001071543
704,0.9901101
705,0.0024744938
706,0.00025279072
707,0.0013945583
708,0.00026700433
709,0.0003137549
710,0.00031272552
711,0.0017236688
712,0.00025930654
713,0.99479806
714,0.00026570662
715,0.00028229153
716,0.8474341
717,0.00029963578
718,0.0003588225
719,0.0003883
720,0.00025286255
721,0.00092929776
722,0.0003115156
723,0.0009870966
724,0.00026470685
725,0.0002800256
726,0.00029728454
727,0.00026034203
728,0.00027477695
729,0.0004954962
730,0.0002633086
731,0.00025448494
732,0.00026790827
733,0.0002679997
734,0.0002674479
735,0.0002679052
736,0.00031784014
737,0.0002489575
738,0.00027061897
739,0.00025681072
740,0.0002634422
741,0.00026584094
742,0.0002688453
743,0.00032442226
744,0.00042500003
745,0.00031447512
746,0.00026185208
747,0.0002589646
748,0.0002611853
749,0.00043703703
750,0.0002562631
751,0.0002618156
752,0.00025347568
753,0.00026403688
754,0.00026596413
755,0.000279142
756,0.00026783833
757,0.00025031227
758,0.0002887308
759,0.00025731977
760,0.00027287792
761,0.00027012327
762,0.007665972
763,0.00025631124
764,0.0002758842
765,0.0002835047
766,0.00026064776
767,0.0002574211
768,0.00028431672
769,0.0002783816
770,0.00029683535
771,0.00028624377
772,0.00025525427
773,0.00026775507
774,0.00025549802
775,0.00028465167
776,0.00026144343
777,0.00027295083
778,0.0002669208
779,0.00025466675
780,0.00026583814
781,0.00027361105
782,0.00027116833
783,0.00026303335
784,0.00027109956
785,0.0002508869
786,0.0002652892
787,0.0002601733
788,0.0004859952
789,0.00025682052
790,0.00026794916
791,0.00027095794
792,0.00026204388
793,0.00025790214
794,0.00026510796
795,0.00026403612
796,0.00025458398
797,0.00025851684
798,0.00029256032
799,0.00027691905
800,0.00029880504
801,0.0002555241
802,0.00025130558
803,0.00030383366
804,0.0002661909
805,0.00025718857
806,0.021300549
807,0.0002644793
808,0.00027068684
809,0.0030051172
810,0.00024766676
811,0.00025924572
812,0.00025576173
813,0.042188175
814,0.00027249343
815,0.00025756058
816,0.00025680556
817,0.00026904428
818,0.00033192293
819,0.00026819503
820,0.0011820878
821,0.00083569763
822,0.00028838447
823,0.0004868651
824,0.00043031294
825,0.0002875819
826,0.0003973957
827,0.00026369424
828,0.00034812253
829,0.00248519
830,0.0003210234
831,0.00025194543
832,0.00025991793
833,0.00034797704
834,0.0002809758
835,0.00027400968
836,0.0002740214
837,0.00029854447
838,0.0002607922
839,0.00031286062
840,0.0002737128
841,0.7607283
842,0.00030297227
843,0.0011562664
844,0.8178086
845,0.000590317
846,0.019619687
847,0.0022575743
848,0.033965588
849,0.00030970565
850,0.0002659976
851,0.0004770276
852,0.00037005678
853,0.00032670138
854,0.00038408095
855,0.00027895893
856,0.4529183
857,0.0976114
858,0.0028263032
859,0.00026836485
860,0.0011325846
861,0.00026407288
862,0.0029779065
863,0.00025326552
864,0.0003168568
865,0.00038388782
866,0.00028307823
867,0.00036245855
868,0.00036932848
869,0.99935764
870,0.00027501467
871,0.00049271557
872,0.0006032228
873,0.0004642117
874,0.00031362034
875,0.00027175792
876,0.00028646598
877,0.0003022732
878,0.00024967064
879,0.00034741435
880,0.00044223914
881,0.00026224283
882,0.99909353
883,0.026349481
884,0.00029096034
885,0.0002637976
886,0.0003723217
887,0.000571405
888,0.0009747847
889,0.0002632845
890,0.00028345955
891,0.00027412805
892,0.00042654498
893,0.00030350708
894,0.00029720803
895,0.00025133532
896,0.00025905596
897,0.0002725758
898,0.00030459877
899,0.0002635786
900,0.00031700853
901,0.001764378
902,0.70083374
903,0.0004465156
904,0.00026695724
905,0.9970361
906,0.00029755107
907,0.00026527504
908,0.0002709218
909,0.5400362
910,0.0003123063
911,0.32788652
912,0.00026399663
913,0.00026040134
914,0.0005054486
915,0.0002848352
916,0.00026753766
917,0.0002574329
918,0.00032623167
919,0.0002604284
920,0.0014372331
921,0.00047275462
922,0.003995131
923,0.00026725722
924,0.0003456851
925,0.00025783898
926,0.00026129468
927,0.0006196027
928,0.00037156904
929,0.00025548777
930,0.00027123242
931,0.9796948
932,0.0003730354
933,0.00026780102
934,0.00027946554
935,0.0034182796
936,0.00025611997
937,0.0023181336
938,0.00030774018
939,0.0002641502
940,0.0007367433
941,0.00028574475
942,0.023972845
943,0.0006546542
944,0.001820977
945,0.000269352
946,0.00029304548
947,0.00026753638
948,0.0003897662
949,0.00034463726
950,0.0002725906
951,0.0003164454
952,0.0002767789
953,0.00025334882
954,0.12582608
955,0.00025265146
956,0.003509328
957,0.000263501
958,0.00026470408
959,0.00026858985
960,0.00035055118
961,0.00079423265
962,0.003033298
963,0.00025835744
964,0.00028391558
965,0.00028333985
966,0.00059445103
967,0.00025339107
968,0.00025672064
969,0.00036309144
970,0.0033274621
971,0.00026061345
972,0.00065579376
973,0.0003005519
974,0.000276686
975,0.00025766963
976,0.0002511925
977,0.00029758457
978,0.00092776405
979,0.0005377964
980,0.00026337666
981,0.00034561483
982,0.00028116582
983,0.0002653785
984,0.00025542424
985,0.008071568
986,0.0002531472
987,0.00033286947
988,0.00026227304
989,0.00028457027
990,0.0030899183
991,0.00026001208
992,0.00032436659
993,0.0002570915
994,0.00027617844
995,0.00026710768
996,0.003301804
997,0.00032519113
998,0.08295337
999,0.00037785867
1000,0.00025484554
1001,0.00026037678
1002,0.0002653373
1003,0.00030418846
1004,0.0002563178
1005,0.00026985194
1006,0.00028342498
1007,0.00025637966
1008,0.000253286
1009,0.00027991645
1010,0.00025389073
1011,0.00025726508
1012,0.00033806678
1013,0.00027689929
1014,0.0002735586
1015,0.00029560574
1016,0.00026774945
1017,0.00026173302
1018,0.00028155342
1019,0.00026338067
1020,0.00033103584
1021,0.00046296645
1022,0.00027601732
1023,0.0062844264
1024,0.006902471
1025,0.0003055321
1026,0.0003011884
1027,0.00027944875
1028,0.9982285
1029,0.000303633
1030,0.0004112753
1031,0.0003071706
1032,0.00026738105
1033,0.00030004684
1034,0.0012472346
1035,0.00076433824
1036,0.000267667
1037,0.0002790941
1038,0.00035684067
1039,0.00033663653
1040,0.00028391316
1041,0.00026188028
1042,0.00026997548
1043,0.0002772712
1044,0.00026637677
1045,0.00079342705
1046,0.00026644283
1047,0.00036709206
1048,0.0002761218
1049,0.00027455937
1050,0.0002828581
1051,0.00028047455
1052,0.00026118656
1053,0.00026901325
1054,0.0002644034
1055,0.0002548436
1056,0.00028214755
1057,0.0002650728
1058,0.0002530859
1059,0.0002695485
1060,0.0002677219
1061,0.00026498133
1062,0.00025884784
1063,0.0002533097
1064,0.00032274897
1065,0.00025104362
1066,0.00025803596
1067,0.000265636
1068,0.00028645503
1069,0.00041442533
1070,0.00030022915
1071,0.0002778738
1072,0.16803311
1073,0.00025256426
1074,0.00026493007
1075,0.0002836661
1076,0.00035772793
1077,0.00025544738
1078,0.00026893092
1079,0.0002599417
1080,0.00030823375
1081,0.0002769716
1082,0.00030399652
1083,0.00027806332
1084,0.0002731851
1085,0.00030943032
1086,0.0002605449
1087,0.00025968012
1088,0.00025989933
1089,0.0002540975
1090,0.0007660884
1091,0.00025747344
1092,0.00049365294
1093,0.0002714948
1094,0.00027306532
1095,0.0002809485
1096,0.00032509753
1097,0.00028817644
1098,0.00025588248
1099,0.00026749022
1100,0.00033833002
1101,0.00025191734
1102,0.00028539245
1103,0.00025889056
1104,0.0003570996
1105,0.0002878653
1106,0.0002727154
1107,0.0002920517
1108,0.00029587813
1109,0.00027551988
1110,0.00025307675
1111,0.00027061638
1112,0.0002721603
1113,0.0003230953
1114,0.0002555782
1115,0.0002567417
1116,0.0002787936
1117,0.00025544493
1118,0.00051258807
1119,0.0002899236
1120,0.00031218692
1121,0.00029439104
1122,0.00025802094
1123,0.00030124813
1124,0.00026478837
1125,0.00026056677
1126,0.00026596742
1127,0.9994704
1128,0.0002746036
1129,0.00026673335
1130,0.00033813316
1131,0.00025712847
1132,0.00027175015
1133,0.0012055765
1134,0.00030396954
1135,0.0002864308
1136,0.00034062352
1137,0.00026874305
1138,0.99925405
1139,0.00030212422
1140,0.00026103572
1141,0.0006032349
1142,0.0002752678
1143,0.0002939168
1144,0.00050252397
1145,0.0004008529
1146,0.00027356748
1147,0.04179799
1148,0.00091737066
1149,0.90891063
1150,0.0005238019
1151,0.00025525354
1152,0.0002554802
1153,0.00025947668
1154,0.00047353012
1155,0.00029061595
1156,0.00025825057
1157,0.00026490606
1158,0.0002956765
1159,0.010291209
1160,0.00028200395
1161,0.0002725389
1162,0.00030928492
1163,0.00045094872
1164,0.00030789975
1165,0.00026890016
1166,0.0007656745
1167,0.0002835577
1168,0.0010665578
1169,0.00026673946
1170,0.0005005758
1171,0.0006048737
1172,0.00026799078
1173,0.00029326853
1174,0.00077026535
1175,0.00029962178
1176,0.0003014185
1177,0.00032740447
1178,0.00028761072
1179,0.61096907
1180,0.00027591185
1181,0.00036337768
1182,0.00041854125
1183,0.00026106433
1184,0.00025630218
1185,0.00027007356
1186,0.00026474698
1187,0.0002788483
1188,0.00033316918
1189,0.00027370366
1190,0.00027580743
1191,0.00036424506
1192,0.003901477
1193,0.9980422
1194,0.023242235
1195,0.00028415307
1196,0.0002626344
1197,0.00027218912
1198,0.00027051242
1199,0.00026094637
1200,0.0002787287
1201,0.0002840006
1202,0.00027576956
1203,0.070236824
1204,0.00025886093
1205,0.000541344
1206,0.00034227618
1207,0.00026949303
1208,0.00036432254
1209,0.00029763253
1210,0.00028322235
1211,0.00027518542
1212,0.71043646
1213,0.28704953
1214,0.00025804038
1215,0.0002624234
1216,0.00029292845
1217,0.00032412822
1218,0.0005481518
1219,0.00026610744
1220,0.00029010526
1221,0.031824213
1222,0.00031730844
1223,0.00025741008
1224,0.0002820865
1225,0.00031126683
1226,0.00026743131
1227,0.0003033159
1228,0.00025666287
1229,0.00030455872
1230,0.0002693949
1231,0.00046326508
1232,0.99429333
1233,0.00041491707
1234,0.0002972545
1235,0.0011211792
1236,0.0015763869
1237,0.010273812
1238,0.00026276716
1239,0.0002540895
1240,0.00026922955
1241,0.0003490201
1242,0.00026168834
1243,0.0002755325
1244,0.00029460134
1245,0.00029142035
1246,0.0002744484
1247,0.00027277545
1248,0.00026341507
1249,0.00025666456
1250,0.00025711404
1251,0.00026552254
1252,0.0011693665
1253,0.00025518567
1254,0.00025356121
1255,0.00026901555
1256,0.0002872413
1257,0.00028010682
1258,0.00033015903
1259,0.03255358
1260,0.00027473638
1261,0.00026284283
1262,0.00028774128
1263,0.0004300575
1264,0.0003282255
1265,0.00025686022
1266,0.00027770406
1267,0.00026942778
1268,0.00025440802
1269,0.00026713722
1270,0.0011465958
1271,0.00048935914
1272,0.58240646
1273,0.00028566495
1274,0.000370631
1275,0.0002546738
1276,0.00027331695
1277,0.0002723493
1278,0.0011729996
1279,0.0166368
1280,0.0002816047
1281,0.0002844306
1282,0.00031094562
1283,0.00029203057
1284,0.00026215232
1285,0.00027275571
1286,0.00036266167
1287,0.000251762
1288,0.0002667748
1289,0.00035924086
1290,0.0031680716
1291,0.00025532392
1292,0.0002864308
1293,0.00034062352
1294,0.00026874305
1295,0.99925405
1296,0.0002619959
1297,0.0002622723
1298,0.00029332613
1299,0.00025161583
1300,0.00031869762
1301,0.00026042297
1302,0.0021381138
1303,0.0014692119
1304,0.0003346571
1305,0.00026902222
1306,0.00027068425
1307,0.00033404477
1308,0.0002884568
1309,0.000288814
1310,0.00026950793
1311,0.00032096682
1312,0.00026887478
1313,0.0036934777
1314,0.00067385484
1315,0.00028338173
1316,0.00033160122
1317,0.0035012632
1318,0.00027039924
1319,0.0003798811
1320,0.00026637677
1321,0.00025579127
1322,0.00031356982
1323,0.0014416517
1324,0.00027365852
1325,0.0002619849
1326,0.000321561
1327,0.00025969994
1328,0.0002645865
1329,0.0002820343
1330,0.5959548
1331,0.9487171
1332,0.00028573986
1333,0.0002538014
1334,0.00498053
1335,0.0003075354
1336,0.000258093
1337,0.00039360826
1338,0.00026106232
1339,0.00027546682
1340,0.00026108924
1341,0.00027056763
1342,0.0002750215
1343,0.00026400492
1344,0.0002931254
1345,0.0003448757
1346,0.00041854125
1347,0.9991211
1348,0.00027218912
1349,0.00027051242
1350,0.00026094637
1351,0.0002632531
1352,0.0002546801
1353,0.00026949355
1354,0.00026553014
1355,0.00028487734
1356,0.0039713625
1357,0.95687944
1358,0.00027831714
1359,0.00027811207
1360,0.0002757086
1361,0.0002658678
1362,0.0002645441
1363,0.00027113626
1364,0.0002798156
1365,0.00026887297
1366,0.00026168834
1367,0.0002957061
1368,0.00027132398
1369,0.0003002157
1370,0.0003063316
1371,0.00028099617
1372,0.0003666668
1373,0.00048808925
1374,0.9996195
1375,0.0002690889
1376,0.0002837854
1377,0.0005350849
1378,0.0024769232
1379,0.86223745
1380,0.0002805863
1381,0.0002523657
1382,0.00026388062
1383,0.0003100744
1384,0.0002812269
1385,0.0002909348
1386,0.00027810357
1387,0.00028042556
1388,0.00025714465
1389,0.0016793485
1390,0.002330515
1391,0.00027061097
1392,0.0002551521
1393,0.99902487
1394,0.00026250596
1395,0.00061682664
1396,0.0003971266
1397,0.0002622528
1398,0.0003420333
1399,0.00026240488
1400,0.00031335498
1401,0.0002734358
1402,0.00025705178
1403,0.00033380694
1404,0.00073207443
1405,0.00025548215
1406,0.00026429404
1407,0.00027000584
1408,0.00038611994
1409,0.00027007228
1410,0.00027539436
1411,0.00040287102
1412,0.00025655326
1413,0.00027458998
1414,0.0003462338
1415,0.0002596514
1416,0.00026368542
1417,0.0002658179
1418,0.000256882
1419,0.00027739338
1420,0.00027674832
1421,0.0053956565
1422,0.0014273442
1423,0.0003775321
1424,0.0005697074
1425,0.00030697798
1426,0.00027889648
1427,0.00025271796
1428,0.0002541465
1429,0.0002557532
1430,0.0002808186
1431,0.00028816322
1432,0.00028567994
1433,0.00027719405
1434,0.00036709206
1435,0.00039798027
1436,0.00027086394
1437,0.0015132568
1438,0.00026869512
1439,0.00031264624
1440,0.00028146082
1441,0.0004272932
1442,0.0002534365
1443,0.000333025
1444,0.00027641605
1445,0.00026458726
1446,0.00032293823
1447,0.00032927416
1448,0.00025389073
1449,0.0002683774
1450,0.4198929
1451,0.019052051
1452,0.00026774945
1453,0.00085460895
1454,0.000310742
1455,0.00026556302
1456,0.00026502024
1457,0.0002630366
1458,0.00025348293
1459,0.00026890016
1460,0.00026141928
1461,0.00027256698
1462,0.00026971666
1463,0.00026967935
1464,0.00025874545
1465,0.04754173
1466,0.00026242164
1467,0.0002667407
1468,0.00026114524
1469,0.000272647
1470,0.00026232784
1471,0.00027332635
1472,0.00046131178
1473,0.0002613303
1474,0.0003732588
1475,0.000265792
1476,0.00027239133
1477,0.00025961825
1478,0.0002624234
1479,0.000263153
1480,0.00036424506
1481,0.00026615593
1482,0.15361442
1483,0.00034734662
1484,0.0004954722
1485,0.0022885045
1486,0.00027980146
1487,0.00027098405
1488,0.00028129452
1489,0.0017297872
1490,0.00032268467
1491,0.00034344092
1492,0.00026568005
1493,0.0002745709
1494,0.0007545143
1495,0.00027819403
1496,0.00026766013
1497,0.00026197292
1498,0.00030379833
1499,0.00027557876
1500,0.0003073924
1501,0.0002869088
1502,0.005958831
1503,0.00025401276
1504,0.00080876803
1505,0.00026068083
1506,0.00038102013
1507,0.0002546976
1508,0.0002934752
1509,0.011980702
1510,0.00036714214
1511,0.00036810923
1512,0.0002591002
1513,0.00026290523
1514,0.00049036165
1515,0.0002600431
1516,0.0010171516
